song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Naam Goom Jayega,Lata Mangeshkar|Bhupinder Singh,/artist/lata-mangeshkar|/artist/bhupinder-singh,05:12,Hindi,08-04-2013,0.17,0.629,0.606,0.152,-2.048,0.06,107.989,0.0,0.0,0.032,4.0,93.0,3558347.0,1
Oh Hansini,Kishore Kumar,/artist/kishore-kumar,05:25,Hindi,03-11-2009,0.13,0.5,0.949,0.393,-6.675,0.03,185.76,1.0,9.0,0.067,4.0,49.0,7791359.0,4
Tere Bina Zindagi Se,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:54,Hindi,09-11-2003,0.93,0.17,0.508,0.452,-7.861,0.0283,151.63,0.0,11.0,0.0726,4.0,26.0,926827.0,2
Aa Ja Re Ab Mera Dil Pukare,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:18,Hindi,03-10-2014,0.93,0.767,0.026,0.739,-10.227,0.032,187.816,1.0,7.0,0.0059,4.0,38.0,3945876.0,0
Tanhaiyan,Sonu Nigam,/artist/sonu-nigam-1,05:18,Hindi,02-09-2020,0.59,0.961,0.052,0.48,-12.549,0.094,133.615,0.0,10.0,0.03,4.0,72.0,9830068.0,1
Gazab Ka Hai Din,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,04:26,Hindi,02-03-2015,0.71,0.98,0.005,0.473,-4.853,0.084,128.047,0.0,1.0,0.0142,4.0,74.0,940849.0,1
Tere Mere Honthon Pe,Babla Mehta|Lata Mangeshkar,/artist/babla-mehta|/artist/lata-mangeshkar,05:33,Hindi,04-08-2008,0.15,0.263,0.734,0.288,-2.749,0.05,150.014,1.0,4.0,0.05,4.0,31.0,9940988.0,4
Nadiya Kinare,Lata Mangeshkar,/artist/lata-mangeshkar,04:05,Hindi,04-08-2008,0.76,0.97,0.525,0.136,-8.635,0.0474,190.054,0.0,6.0,0.0974,4.0,68.0,36798.0,0
Rajnigandha Phool Tumhare,Lata Mangeshkar,/artist/lata-mangeshkar,03:24,Hindi,04-05-2013,0.19,0.04,0.285,0.95,-10.171,0.0086,107.447,1.0,6.0,0.1,4.0,47.0,9731272.0,4
Khwab Ho Tum Ya Koi Haqeeqat,Kishore Kumar,/artist/kishore-kumar,04:36,Hindi,12-10-2014,0.05,0.558,0.595,0.007,-12.581,0.05,176.246,0.0,11.0,0.098,4.0,94.0,5318264.0,4
Is Mod Se Jate Hain (Male),Kishore Kumar,/artist/kishore-kumar,04:54,Hindi,12-08-2006,0.52,0.18,0.835,0.333,-12.006,0.0746,162.606,0.0,11.0,0.031,4.0,98.0,11337521.0,3
Jab Pyar Kisi Se Hota Hai,Mohammed Rafi,/artist/mohammad-rafi,03:28,Hindi,08-10-2003,0.1,0.086,0.788,0.077,-11.776,0.053,138.02,0.0,6.0,0.063,4.0,65.0,9262809.0,4
Chahe Lakh Toofan Ayen,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,06:22,Hindi,08-02-2023,0.19,0.576,0.986,0.567,-6.928,0.006,181.25,1.0,11.0,0.05,4.0,29.0,3875252.0,4
Ek Nazar Mein Bhi,K.K.|Sunidhi Chauhan,/artist/kk|/artist/sunidhi-chauhan,04:39,Hindi,01-02-2002,0.45,0.51,0.038,0.495,-2.47,0.063,120.032,1.0,3.0,0.047,4.0,26.0,7081113.0,1
Yamma Yamma,Mohammed Rafi|R. D. Burman,/artist/mohammad-rafi|/artist/r-d-burman,05:41,Hindi,09-06-2013,0.32,0.108,0.167,0.131,-7.543,0.0217,134.066,1.0,2.0,0.05,4.0,51.0,1805299.0,4
Sach Mere Yaar Hai,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,06:52,Hindi,08-09-2003,0.35,0.454,0.908,0.91,-2.714,0.0307,184.254,0.0,11.0,0.081,4.0,67.0,4798752.0,4
Badal Yun Garaj Hai,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,05:38,Hindi,08-11-2019,0.2,0.622,0.519,0.316,-7.847,0.09,200.836,1.0,8.0,0.0952,4.0,34.0,11089462.0,1
Jai Jai Shiv Shankar,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:37,Hindi,08-12-2016,0.02,0.966,0.257,0.686,-9.453,0.1,128.026,0.0,11.0,0.096,4.0,37.0,4843927.0,1
Main Teri Mohabbat Mein (Part-i),Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,04:53,Hindi,11-07-2006,0.93,0.97,0.259,0.316,-8.68,0.0416,119.964,0.0,5.0,0.0209,4.0,56.0,9810044.0,2
Mohabbat Ab Tijarat Ban Gai Hai,Anwar Hussain,/artist/anwar-hussain,04:56,Hindi,02-10-2011,0.4,0.13,0.936,0.981,-13.806,0.06,180.858,1.0,3.0,0.09,4.0,45.0,9940599.0,4
O Meri Sharmilee,Kishore Kumar,/artist/kishore-kumar,03:58,Hindi,08-12-2023,0.22,0.73,0.746,0.181,-7.553,0.0886,189.518,0.0,5.0,0.072,4.0,55.0,8452572.0,1
Aaj Na Chhodenge,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:15,Hindi,04-02-2010,0.02,0.261,0.491,0.657,-2.163,0.0707,168.456,1.0,1.0,0.0719,4.0,36.0,3740350.0,4
Jadoo Bhari,Udit Narayan,/artist/udit-narayan,05:05,Hindi,03-12-2005,0.19,0.95,0.789,0.552,-10.134,0.03,111.13,1.0,1.0,0.08,4.0,25.0,4031924.0,2
Kya Hua Tera Vada,Mohammed Rafi|Sushma Shrestha,/artist/mohammad-rafi|/artist/sushma-shrestha,04:22,Hindi,03-10-2014,0.71,0.16,0.059,0.985,-13.956,0.0601,193.437,0.0,4.0,0.03,4.0,51.0,3844376.0,3
Na Na Karte Pyar Tumhi Se,Mohammed Rafi|Suman Kalyanpur,/artist/mohammad-rafi|/artist/suman-kalyanpur,03:21,Hindi,07-03-2015,0.97,0.19,0.11,0.261,-9.504,0.0497,193.688,1.0,9.0,0.021,4.0,50.0,1012477.0,3
Chalat Musafir,Manna Dey,/artist/manna-dey,03:06,Hindi,09-11-2020,0.23,0.05,0.73,0.86,-10.421,0.0919,196.188,1.0,1.0,0.043,4.0,60.0,9922490.0,4
Paisa O Paisa,Kishore Kumar,/artist/kishore-kumar,05:07,Hindi,04-01-2013,0.67,0.559,0.603,0.637,-10.2,0.0459,146.277,0.0,6.0,0.04,4.0,34.0,5553949.0,2
Dil Jo Na Keh Saka (Female),Lata Mangeshkar,/artist/lata-mangeshkar,04:31,Hindi,10-12-2008,0.2,0.34,0.565,0.806,-3.417,0.039,150.011,1.0,9.0,0.0736,4.0,36.0,11369980.0,4
Ek Main Aur Ek Tu,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:51,Hindi,02-12-2007,0.69,0.37,0.574,0.531,-10.229,0.01,174.943,0.0,2.0,0.0,4.0,81.0,9026718.0,0
Do Deewane Shaher Mein,Bhupinder Singh|Runa Laila,/artist/bhupinder-singh|/artist/runa-laila,04:25,Hindi,06-07-2018,0.85,0.1,0.875,0.383,-5.887,0.069,133.002,0.0,6.0,0.02,4.0,36.0,1892030.0,3
Aap Yun Hi Agar Humse Milte Rahe,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:24,Hindi,02-01-2014,0.44,0.071,0.27,0.284,-8.46,0.0501,182.096,1.0,5.0,0.02,4.0,34.0,10467407.0,4
Hazaron Khwahishen Aisi,Jagjit Singh,/artist/jagjeet-singh-1,05:40,Hindi,11-07-2009,0.41,0.927,0.567,0.145,-7.458,0.04,114.044,1.0,7.0,0.0255,4.0,88.0,788687.0,2
Mere Jaisi Haseena,Bappi Lahiri|Sharon Prabhakar,/artist/bappi-lahiri|/artist/sharon-prabhakar,07:21,Hindi,09-10-2008,0.06,0.23,0.007,0.825,-5.052,0.04,177.711,0.0,6.0,0.01,4.0,60.0,4110776.0,4
O Mere Dil Ke Chain,Kishore Kumar,/artist/kishore-kumar,04:36,Hindi,08-09-2013,0.32,0.63,0.442,0.843,-6.058,0.0199,194.526,0.0,11.0,0.025,4.0,54.0,7864411.0,0
Say Na Say Na,Aneela Mirza|Johan Bejerholm|Robert Uhlmarash,/artist/aneela-mirza|/artist/johan-bejerholm|/artist/robert-uhlmarash,03:17,Hindi,12-06-2004,0.6,0.75,0.113,0.218,-3.608,0.0309,199.89,0.0,1.0,0.0984,4.0,71.0,200167.0,0
Do Lafzon Ki Hai Dil Ki Kahani (Duet),Amitabh Bachchan|Asha Bhosle|Sharad Kumar,/artist/amitabh-bachchan|/artist/asha-bhosle-1|/artist/sharad-kumar,06:22,Hindi,10-05-2017,0.43,0.755,0.33,0.24,-5.593,0.01,124.028,1.0,2.0,0.0397,4.0,93.0,9009139.0,2
Dhoop Mein Nikla Na Karo,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:39,Hindi,11-02-2023,0.47,0.93,0.436,0.315,-2.42,0.088,130.035,1.0,1.0,0.05,4.0,71.0,631291.0,1
Gaata Rahe Mera Dil,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:54,Hindi,02-04-2023,0.45,0.753,0.407,0.449,-13.265,0.0752,132.032,0.0,2.0,0.0126,4.0,65.0,3917161.0,1
Zindagi Ki Yahi Reet Hai -i,Kishore Kumar,/artist/kishore-kumar,01:29,Hindi,09-06-2007,0.37,0.95,0.313,0.778,-8.105,0.01,117.0,0.0,2.0,0.044,4.0,66.0,4434330.0,2
Gairon Pe Karam,Lata Mangeshkar,/artist/lata-mangeshkar,05:31,Hindi,01-01-2014,0.04,0.054,0.13,0.109,-7.475,0.02,149.934,1.0,1.0,0.06,4.0,99.0,11185638.0,4
Ankhiyon Ke Jharokhon Se (Part 1),Hemlata,/artist/hemlata,02:58,Hindi,05-01-2021,0.96,0.586,0.436,0.031,-2.255,0.04,110.962,1.0,8.0,0.08,4.0,58.0,5066505.0,2
Bhali Bhali Si Ek Surat,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:48,Hindi,05-05-2013,0.15,0.754,0.097,0.16,-7.884,0.09,166.178,0.0,10.0,0.009,4.0,94.0,9767821.0,1
Aao Tumhen Chand Pe Le Jayen,Lata Mangeshkar|Sushma Shrestha,/artist/lata-mangeshkar|/artist/sushma-shrestha,04:35,Hindi,10-10-2003,0.18,0.123,0.395,0.484,-13.788,0.073,202.05,1.0,1.0,0.0057,4.0,81.0,7307804.0,4
Tujhe Bulayen Yeh Meri Bahen,Lata Mangeshkar,/artist/lata-mangeshkar,05:08,Hindi,10-06-2008,0.65,0.52,0.669,0.674,-3.683,0.0025,152.826,1.0,0.0,0.05,4.0,74.0,8865946.0,2
Bagon Mein Kaise Ye Phool,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:32,Hindi,01-03-2013,0.14,0.886,0.873,0.696,-5.687,0.0176,199.87,0.0,10.0,0.0369,4.0,92.0,4796101.0,0
Kal Ki Haseen Mulaqat Ke Liye,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:54,Hindi,03-12-2018,0.3,0.582,0.639,0.486,-3.683,0.0,177.476,1.0,11.0,0.07,4.0,28.0,8050573.0,0
Kanchi Re Kanchi Re,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:58,Hindi,05-11-2020,0.34,0.77,0.051,0.99,-6.976,0.08,128.001,1.0,8.0,0.029,4.0,63.0,9065648.0,1
Mehbooba Mehbooba,R. D. Burman,/artist/r-d-burman,03:56,Hindi,01-12-2011,0.28,0.63,0.662,0.572,-4.404,0.0599,189.868,0.0,0.0,0.06,4.0,43.0,8623081.0,0
Neela Aasman So Gaya (Female),Lata Mangeshkar,/artist/lata-mangeshkar,05:28,Hindi,06-04-2010,0.97,0.951,0.331,0.541,-7.307,0.057,126.062,0.0,2.0,0.0351,4.0,81.0,11069281.0,2
Mausam Pyar Ka,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,05:44,Hindi,08-12-2011,0.52,0.49,0.439,0.884,-9.086,0.011,160.704,1.0,7.0,0.0224,4.0,58.0,3896590.0,0
Aap Aye Bahaar Ayee,Mohammed Rafi,/artist/mohammad-rafi,05:13,Hindi,06-05-2008,0.8,0.16,0.233,0.996,-5.054,0.08,111.686,1.0,1.0,0.0594,4.0,33.0,6443304.0,2
Chhod De Sari Duniya,Lata Mangeshkar,/artist/lata-mangeshkar,03:28,Hindi,01-07-2003,0.01,0.543,0.728,0.491,-13.895,0.09,190.38,0.0,6.0,0.015,4.0,59.0,11240477.0,1
Lag Ja Gale Se Phir,Lata Mangeshkar,/artist/lata-mangeshkar,04:18,Hindi,10-03-2003,0.26,0.35,0.985,0.362,-6.428,0.09,150.222,0.0,0.0,0.1,4.0,84.0,3214931.0,3
Do Bechare Bin Sahare,Kishore Kumar|Mahendra Kapoor,/artist/kishore-kumar|/artist/mahendra-kapoor,04:46,Hindi,01-11-2017,0.88,0.76,0.472,0.522,-8.093,0.016,179.837,0.0,9.0,0.036,4.0,30.0,8360561.0,0
Ramba Ho Ho Ho Samba Ho Ho Ho,Usha Uthup,/artist/usha-uthup,06:00,Hindi,12-12-2014,0.54,0.709,0.87,0.1,-7.363,0.01,191.598,0.0,6.0,0.067,4.0,26.0,8766208.0,0
Baharo Phool Barsao,Mohammed Rafi,/artist/mohammad-rafi,04:29,Hindi,11-03-2005,0.02,0.83,0.658,0.15,-4.954,0.08,128.008,0.0,5.0,0.0066,4.0,91.0,7443734.0,1
Seene Mein Jalan,Suresh Wadkar,/artist/suresh-wadkar,04:31,Hindi,01-01-2000,0.71,0.19,0.602,0.069,-2.639,0.0811,178.058,1.0,8.0,0.09,4.0,75.0,10660324.0,3
Dum Maro Dum Mit Jaye Gham,Asha Bhosle,/artist/asha-bhosle-1,02:36,Hindi,08-04-2007,0.58,0.57,0.998,0.755,-7.056,0.057,132.05,1.0,11.0,0.09,4.0,43.0,1933287.0,2
Yeh Naina Yeh Kaajal,Kishore Kumar,/artist/kishore-kumar,05:31,Hindi,07-09-2017,0.25,0.177,0.927,0.521,-8.174,0.067,164.068,0.0,7.0,0.1,4.0,46.0,9306644.0,4
Hum Tum Dono Jab Mil Jayen,S. P. Balasubrahmanyam|Lata Mangeshkar,/artist/s-p-balasubrahamanyam|/artist/lata-mangeshkar,05:35,Hindi,09-07-2012,0.37,0.278,0.945,0.624,-3.331,0.08,142.024,1.0,1.0,0.09,4.0,99.0,10140988.0,3
Jaan Hatheli Pe,Shabbir Kumar|Anuradha Paudwal,/artist/shabbir-kumar|/artist/anuradha-paudwal-2,08:01,Hindi,10-09-2011,0.83,0.41,0.29,0.441,-10.886,0.042,164.976,1.0,5.0,0.074,4.0,96.0,11136206.0,3
Maine Rab Se Tujhe,Anuradha Paudwal|Manhar Udhas|Sukhwinder Singh,/artist/anuradha-paudwal-2|/artist/manhar-udhas|/artist/sukhwinder-singh,08:01,Hindi,03-02-2023,0.11,0.995,0.37,0.29,-6.113,0.009,124.008,1.0,1.0,0.07,4.0,57.0,2121362.0,1
Koi Roko Na,Kishore Kumar,/artist/kishore-kumar,04:46,Hindi,02-11-2019,0.94,0.881,0.206,0.34,-5.581,0.0099,199.216,1.0,1.0,0.082,4.0,87.0,6197110.0,0
Sunja Aa Thandi Hawa,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:47,Hindi,10-01-2002,0.27,0.911,0.135,0.482,-13.861,0.05,120.145,0.0,10.0,0.058,4.0,72.0,5887233.0,1
Diwana Mastana Hua Dil,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:24,Hindi,10-02-2007,0.74,0.18,0.103,0.625,-5.995,0.007,185.944,1.0,1.0,0.0068,4.0,100.0,3480413.0,4
Teri Mohabbat Meri Jawani,Salma Agha|Mohammad Aziz,/artist/salma-agha|/artist/mohammad-aziz,06:21,Hindi,09-02-2021,0.94,0.45,0.707,0.941,-10.465,0.0898,144.602,0.0,9.0,0.01,4.0,64.0,204806.0,3
"Dil Lena Khel Hai Dildar Ka / Dialogue & Music : Laila , Majnu , Sheri , Farah (Zamaane Ko Dikhana Hai)",Various Artists,/artist/various-artists,08:00,Hindi,09-04-2021,0.31,0.5,0.528,0.143,-11.848,0.0732,163.1,0.0,10.0,0.003,4.0,99.0,4143014.0,1
Yeh Sham Mastani,Kishore Kumar,/artist/kishore-kumar,04:37,Hindi,04-05-2018,0.22,0.217,0.593,0.631,-13.388,0.022,205.072,1.0,1.0,0.0524,4.0,77.0,5952294.0,4
Huzur Is Kadar,Bhupinder Singh|Suresh Wadkar,/artist/bhupinder-singh|/artist/suresh-wadkar,03:53,Hindi,09-10-2012,0.53,0.526,0.259,0.874,-2.308,0.01,127.086,1.0,7.0,0.09,4.0,67.0,3143278.0,2
Tera Phoolon Jaisa Rang,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:12,Hindi,09-09-2004,0.81,0.7,0.216,0.677,-4.822,0.087,179.898,1.0,1.0,0.075,4.0,78.0,8531965.0,3
Tune Bechain Itna Ziada Kiya,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,05:36,Hindi,09-11-2002,0.47,0.145,0.321,0.481,-5.201,0.0794,149.882,1.0,0.0,0.0037,4.0,63.0,7775821.0,3
Sun Rubia Tumse Pyar Ho Gaya,S. Janaki|Shabbir Kumar|Anu Malik|Amitabh Bachchan,/artist/s-janaki|/artist/shabbir-kumar|/artist/anu-malik|/artist/amitabh-bachchan,06:27,Hindi,07-07-2014,0.61,0.22,0.119,0.891,-4.387,0.0788,174.748,0.0,6.0,0.082,4.0,53.0,10676176.0,3
Pyar Mujh Se Jo Kiya,Jagjit Singh,/artist/jagjeet-singh-1,04:36,Hindi,03-01-2014,0.5,0.789,0.505,0.954,-11.039,0.05,154.172,1.0,9.0,0.0919,4.0,28.0,8681559.0,0
Jhilmil Sitaron Ka Angan Hoga,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:28,Hindi,10-02-2003,0.16,0.19,0.511,0.412,-13.257,0.06,205.846,0.0,0.0,0.0561,4.0,99.0,2672970.0,4
Ham Bane Tum Bane,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,06:07,Hindi,05-02-2011,0.47,0.8,0.193,0.055,-3.254,0.01,129.971,1.0,9.0,0.0474,4.0,67.0,6381877.0,2
Gham Uthane Ko,Mohammed Rafi,/artist/mohammad-rafi,05:08,Hindi,05-01-2003,0.57,0.458,0.18,0.354,-9.851,0.1,131.965,0.0,9.0,0.0589,4.0,33.0,7495568.0,1
Chhod Kar Tere Pyar Ka Daman,Lata Mangeshkar|Mahendra Kapoor,/artist/lata-mangeshkar|/artist/mahendra-kapoor,04:16,Hindi,02-02-2023,0.06,0.282,0.718,0.871,-5.948,0.0277,192.298,0.0,8.0,0.0587,4.0,53.0,7473608.0,4
Chahe Meri Jaan Tu Le Le,Jolly Mukherjee|Sapna Mukherjee,/artist/jolly-mukherjee-1|/artist/sapna-mukherjee,05:37,Hindi,03-02-2009,0.91,0.1,0.518,0.019,-8.509,0.018,199.97,0.0,6.0,0.04,4.0,52.0,8516476.0,3
Badan Pe Sitare Lapete Huye,Mohammed Rafi,/artist/mohammad-rafi,04:48,Hindi,11-07-2005,0.44,0.92,0.873,0.114,-3.366,0.063,183.998,0.0,11.0,0.0407,4.0,29.0,645100.0,0
Mere Naseeb Mein,Lata Mangeshkar,/artist/lata-mangeshkar,06:18,Hindi,06-08-2006,0.34,0.67,0.0,0.078,-7.431,0.066,127.999,1.0,9.0,0.0141,4.0,46.0,1057144.0,1
Aage Bhi Jane Na Tu,Asha Bhosle,/artist/asha-bhosle-1,07:28,Hindi,12-06-2020,0.22,0.84,0.266,0.149,-10.915,0.05,166.028,1.0,2.0,0.0005,4.0,45.0,2788307.0,1
Japle Hari Ka Naam Sanjh Sakare,Hari Om Sharan,/artist/hari-om-sharan,04:58,Hindi,02-06-2010,0.81,0.994,0.466,0.846,-13.665,0.02,166.729,1.0,1.0,0.034,4.0,50.0,6271663.0,0
Kuchh Dil Ne Kaha Kuchh Bhi Nahin,Lata Mangeshkar,/artist/lata-mangeshkar,04:11,Hindi,07-11-2009,0.88,0.861,0.579,0.036,-13.725,0.1,184.636,0.0,0.0,0.0,4.0,41.0,1217579.0,3
Chand Mera Dil Chandni Ho Tum - Medley,Mohammed Rafi,/artist/mohammad-rafi,10:30,Hindi,12-01-2009,0.07,0.589,0.305,0.718,-12.159,0.0025,136.019,0.0,11.0,0.06,4.0,75.0,7138595.0,4
Ruk Jana Nahin (Part 2),Kishore Kumar,/artist/kishore-kumar,03:07,Hindi,01-01-2001,0.19,0.75,0.924,0.846,-6.6,0.0741,166.638,0.0,2.0,0.002,4.0,65.0,8954978.0,1
Na Poochho Koi Hamen,Kishore Kumar,/artist/kishore-kumar,03:18,Hindi,11-03-2023,0.98,0.16,0.336,0.011,-13.91,0.0637,173.396,0.0,0.0,0.0358,4.0,68.0,5347465.0,3
Aai Aai Aa Sukoo Sukoo,Mohammed Rafi,/artist/mohammad-rafi,03:18,Hindi,10-11-2003,0.16,0.043,0.294,0.456,-13.446,0.0581,166.022,0.0,5.0,0.067,4.0,96.0,1083771.0,4
Ham Ne Tum Ko Dekha,Shailender Singh,/artist/shailender-singh,04:25,Hindi,07-04-2023,0.6,0.59,0.734,0.879,-2.078,0.099,117.089,1.0,6.0,0.073,4.0,62.0,2593874.0,1
Saagar Jaisi Aankhonwali,Kishore Kumar,/artist/kishore-kumar,05:03,Hindi,12-04-2008,0.47,0.714,0.347,0.868,-9.197,0.08,206.038,1.0,0.0,0.09,4.0,81.0,6996275.0,0
Jeevan Ke Har Mod Pe Mil Jayenge,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:39,Hindi,07-04-2001,0.96,0.85,0.033,0.63,-2.12,0.0693,182.06,0.0,10.0,0.08,4.0,63.0,1468704.0,0
O Mere Sona Re Sona,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:01,Hindi,06-07-2012,0.22,0.534,0.911,0.295,-5.921,0.04,127.949,1.0,0.0,0.0079,4.0,51.0,1517453.0,2
Tumse Milkar Na Jane (Female Version),Kavita Krishnamurthy,/artist/kavita-subramaniam,06:01,Hindi,12-04-2023,0.51,0.76,0.385,0.301,-7.501,0.042,164.766,1.0,2.0,0.08,4.0,69.0,9299939.0,0
Ho Pardesia,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:52,Hindi,04-11-2004,0.68,0.054,0.784,0.809,-6.393,0.0714,120.97,0.0,8.0,0.013,4.0,84.0,7661031.0,2
Tere Chehre Se Nazar Nahin,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:03,Hindi,08-06-2004,0.77,0.6,0.905,0.196,-10.568,0.0687,172.636,0.0,4.0,0.065,4.0,79.0,2890269.0,3
Rote Hue Aate Hain Sab,Kishore Kumar,/artist/kishore-kumar,04:06,Hindi,04-02-2018,0.08,0.258,0.888,0.629,-13.585,0.0089,178.558,1.0,7.0,0.07,4.0,31.0,7372015.0,4
Aise Na Mujhe,Kishore Kumar,/artist/kishore-kumar,04:25,Hindi,05-12-2014,0.53,0.78,0.367,0.503,-3.755,0.049,185.063,1.0,7.0,0.0942,4.0,72.0,3108109.0,0
Na Jiya Lage Na,Lata Mangeshkar,/artist/lata-mangeshkar,03:22,Hindi,03-06-2011,0.6,0.53,0.163,0.56,-8.101,0.0395,109.891,1.0,4.0,0.0249,4.0,59.0,5179892.0,2
Aa Meri Jaan,Lata Mangeshkar,/artist/lata-mangeshkar,04:32,Hindi,07-12-2019,0.54,0.8,0.051,0.676,-4.649,0.0418,183.878,1.0,9.0,0.0569,4.0,37.0,11031309.0,0
Faza Bhi Hai Jawan (2),Salma Agha,/artist/salma-agha,04:02,Hindi,07-12-2023,0.42,0.904,0.217,0.616,-2.985,0.098,168.974,0.0,6.0,0.0962,4.0,48.0,7287806.0,1
Lal Chhadi Maidan Khadi,Mohammed Rafi,/artist/mohammad-rafi,04:15,Hindi,10-06-2015,0.69,0.49,0.902,0.055,-2.48,0.09,164.712,0.0,10.0,0.0032,4.0,54.0,1038025.0,3
Ek Pyar Ka Naghma Hai (Happy),Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,06:06,Hindi,09-01-2022,0.22,0.864,0.345,0.723,-3.66,0.0492,193.628,1.0,11.0,0.05,4.0,38.0,2596927.0,0
Main Sasural Nahin Jaoongi,Pamela Chopra,/artist/pamela-chopra,04:01,Hindi,05-12-2022,0.24,0.87,0.719,0.479,-9.332,0.0797,119.005,1.0,6.0,0.039,4.0,67.0,8668731.0,1
Aye Gulbadan,Mohammed Rafi,/artist/mohammad-rafi,03:22,Hindi,03-02-2008,0.41,0.2,0.383,0.032,-7.948,0.0298,169.646,0.0,11.0,0.0241,4.0,91.0,599007.0,4
Beqarar Karke Hamen Yun Na Jaiye,Hemant Kumar,/artist/hemanta-mukherjee,03:11,Hindi,12-01-2004,0.06,0.68,0.008,0.639,-11.625,0.0401,189.028,1.0,6.0,0.012,4.0,99.0,4904016.0,0
Sa Re Ga Ma Pa,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:12,Hindi,08-12-2015,0.64,0.98,0.767,0.795,-9.74,0.036,191.734,0.0,10.0,0.0124,4.0,49.0,3232340.0,0
Piya Tu Ab To Aaja,Asha Bhosle|R. D. Burman,/artist/asha-bhosle-1|/artist/r-d-burman,05:26,Hindi,08-11-2014,0.91,0.459,0.986,0.785,-11.243,0.041,189.988,1.0,9.0,0.03,4.0,71.0,2404634.0,3
Dil Ki Kalam Se,Anuradha Paudwal|Hariharan,/artist/anuradha-paudwal-2|/artist/hariharan,05:55,Hindi,11-08-2016,0.65,0.15,0.7,0.808,-13.688,0.0435,159.841,1.0,7.0,0.057,4.0,44.0,125904.0,4
Tumhein Yaad Karte Karte,Lata Mangeshkar,/artist/lata-mangeshkar,03:35,Hindi,05-08-2002,0.44,0.955,0.522,0.344,-6.741,0.0373,106.017,0.0,6.0,0.1,4.0,57.0,8990781.0,2
Raat Bhar Jaam Se,Alisha Chinai,/artist/alisha-chinai,04:27,Hindi,09-04-2003,0.77,0.22,0.859,0.809,-8.379,0.094,170.98,1.0,1.0,0.0,4.0,75.0,978561.0,3
Aaye Tum Yaad Mujhe,Kishore Kumar,/artist/kishore-kumar,04:41,Hindi,11-05-2005,0.56,0.336,0.043,0.948,-13.98,0.092,114.025,1.0,8.0,0.0202,4.0,50.0,11168724.0,1
Dil Ka Bhanwar Kare Pukar,Mohammed Rafi,/artist/mohammad-rafi,03:20,Hindi,12-04-2011,0.66,0.16,0.561,0.651,-13.23,0.07,108.005,1.0,7.0,0.0076,4.0,56.0,9457552.0,2
Zooby Zooby,Alisha Chinai,/artist/alisha-chinai,06:08,Hindi,02-02-2020,0.23,0.07,0.985,0.799,-5.992,0.035,132.615,0.0,4.0,0.048,4.0,64.0,7341632.0,4
